Year,VAR,Variable,Country,Unit,PowerCode,Value
2017,OTHERTR,Unspecified (other) treatment ,Netherlands,Percentage,Units,0.0
1970,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.0
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,14.09999847
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,1.8499984740000002
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,1.0
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.680000305
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.599998474
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.599998474
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.599998474
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.599998474
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.599998474
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.5
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Netherlands,Percentage,Units,0.5
2000,OTHERTR,Unspecified (other) treatment ,New Zealand,Percentage,Units,0.8
1970,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
1980,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Norway,Percentage,Units,0.0
1970,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,15.0
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,20.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,20.05020142
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,16.40000153
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,14.90000153
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,15.0
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,14.80000305
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,14.69999695
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,14.80000305
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,13.80000305
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,13.59999847
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Norway,Percentage,Units,14.0
2000,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Poland,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Portugal,Percentage,Units,11.5
2017,OTHERTR,Unspecified (other) treatment ,Portugal,Percentage,Units,0.14
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Portugal,Percentage,Units,64.69999695
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Portugal,Percentage,Units,26.0
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Portugal,Percentage,Units,8.099998474
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,59.40000153
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,45.29999924
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,42.90999985
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,39.61999893
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,38.41999817
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,37.59000015
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,36.61999893
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,35.33000183
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,34.80000305
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,33.63999939
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovak Republic,Percentage,Units,32.30000305
1980,OTHERTR,Unspecified (other) treatment ,Spain,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,Spain,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Spain,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Spain,Percentage,Units,2.4
2014,OTHERTR,Unspecified (other) treatment ,Spain,Percentage,Units,2.3
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Spain,Percentage,Units,7.0
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Spain,Percentage,Units,2.0
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Spain,Percentage,Units,0.9000015259999999
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Spain,Percentage,Units,2.8000030519999997
1970,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
1980,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Sweden,Percentage,Units,0.0
1970,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,0.0
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,15.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,14.0
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,14.0
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,14.0
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,14.0
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Sweden,Percentage,Units,13.0
1970,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
1980,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Switzerland,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Switzerland,Percentage,Units,4.0
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Switzerland,Percentage,Units,3.169998169
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Switzerland,Percentage,Units,2.6999969480000003
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Switzerland,Percentage,Units,1.6999969480000001
2000,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Turkey,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,36.95000076
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,31.18000031
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,21.26999664
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,16.23999786
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,12.97000122
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Turkey,Percentage,Units,10.30000305
2000,OTHERTR,Unspecified (other) treatment ,United Kingdom,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,United Kingdom,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,United Kingdom,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,United Kingdom,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,United Kingdom,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,United States,Percentage,Units,4.5
2012,OTHERTR,Unspecified (other) treatment ,United States,Percentage,Units,5.1
2005,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,7.15256e-07
2010,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,9.679790000000001e-05
2011,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,-0.00010252
2012,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,-0.00010252
2013,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,-0.00010252
2014,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,0.030002117000000002
2015,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,-0.00010252
2016,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,0.08000135400000001
2017,OTHERTR,Unspecified (other) treatment ,Chile,Percentage,Units,-0.00010252
2000,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2005,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,2.7
2011,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Estonia,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,30.0
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,26.0
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,18.40000153
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,18.33000183
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,17.30000305
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,17.76000214
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,17.62000275
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,17.40000153
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,12.2
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,Percentage,Units,17.09999847
1980,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.899999976
2000,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,2.0
2005,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,2.0
2010,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.7
2011,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.6
2012,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.6
2013,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.6
2014,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.5
2015,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.5
2016,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.5
2017,OTHERTR,Unspecified (other) treatment ,Israel,Percentage,Units,1.4
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,19.5
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,5.699996948
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,3.0
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.9000015259999998
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.8000030519999999
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.5
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.199996948
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,0.1
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.0
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,0.9000015259999999
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,Percentage,Units,1.0
2000,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,13.9
2005,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,12.8
2010,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Slovenia,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.40000153
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.40000153
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.41999817
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.41999817
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.29999924
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.40000153
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.41999817
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,37.41999817
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,32.90000153
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,Percentage,Units,29.19999695
1980,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2000,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,-1.4305100000000002e-06
2005,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2011,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2013,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,England and Wales,Percentage,Units,-1.52737e-06
1980,NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,Percentage,Units,5.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,Percentage,Units,3.400001526
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,Percentage,Units,0.650001526
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,46.40000153
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,39.79999924
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,35.30000305
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,34.30000305
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,31.30000305
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,29.69999695
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,28.5
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,27.40000153
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,26.40000153
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,Percentage,Units,26.40000153
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,United States,Percentage,Units,24.59999847
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,United States,Percentage,Units,24.59999847
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,6.699996948
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,5.019996643
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,4.0999984739999995
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,3.86000061
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.0
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.069999695
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.069999695
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.150001526
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.069999695
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,Percentage,Units,0.029998779
2000,PUBMECTR,Primary treatment,Latvia,Percentage,Units,13.22
2005,PUBMECTR,Primary treatment,Latvia,Percentage,Units,1.7
2010,PUBMECTR,Primary treatment,Latvia,Percentage,Units,4.5
2011,PUBMECTR,Primary treatment,Latvia,Percentage,Units,3.9
2012,PUBMECTR,Primary treatment,Latvia,Percentage,Units,5.53
2013,PUBMECTR,Primary treatment,Latvia,Percentage,Units,4.79
2014,PUBMECTR,Primary treatment,Latvia,Percentage,Units,2.47
2015,PUBMECTR,Primary treatment,Latvia,Percentage,Units,1.86
2016,PUBMECTR,Primary treatment,Latvia,Percentage,Units,1.28
2017,PUBMECTR,Primary treatment,Latvia,Percentage,Units,1.17
2000,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,54.04
2005,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,25.7
2010,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,42.0
2011,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,47.4
2012,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,51.38
2013,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,53.71
2014,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,16.72
2015,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,18.43
2016,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,17.58
2017,PUBBIOTR,Secondary treatment,Latvia,Percentage,Units,18.45
2000,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,0.82
2005,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,38.1
2010,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,16.1
2011,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,16.5
2012,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,17.76
2013,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,17.41
2014,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,56.32
2015,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,56.86
2016,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,58.29
2017,PUBADVTR,Tertiary treatment,Latvia,Percentage,Units,62.11
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,72.53
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,70.01
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,67.61
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,76.25
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,75.6
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,76.25
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,75.69
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,77.23
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,77.41
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,Percentage,Units,81.9
2000,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,4.45
2005,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.0
2010,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,1.7
2011,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.0
2012,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.43
2013,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.34
2014,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.24
2015,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.11
2016,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.26
2017,OTHERTR,Unspecified (other) treatment ,Latvia,Percentage,Units,0.1
2000,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,27.47
2005,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,2.1
2010,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,32.39
2011,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,23.75
2012,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,24.4
2013,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,23.76
2014,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,24.26
2015,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,22.73
2016,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,22.58
2017,INDEPDTR,Population connected to independent treatment,Latvia,Percentage,Units,18.18
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2005,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2011,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2015,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2016,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2017,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,Percentage,Units,100.0
2000,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,72.53
