Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2013,Austria,LANDFILL,Landfill,TONNE,Tonnes,Thousands,199.0
2014,Austria,LANDFILL,Landfill,TONNE,Tonnes,Thousands,194.1
2015,Austria,LANDFILL,Landfill,TONNE,Tonnes,Thousands,143.6
2016,Austria,LANDFILL,Landfill,TONNE,Tonnes,Thousands,132.2
2017,Austria,LANDFILL,Landfill,TONNE,Tonnes,Thousands,102.9
2000,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,522.0
2001,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,521.0
2002,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,530.0
2003,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,592.0
2004,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1380.0
2005,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1309.8
2006,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1429.5
2007,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1453.1
2008,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1357.0
2009,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1440.4
2010,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1636.2
2011,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1678.2
2012,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1692.9
2013,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1715.5
2014,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1755.8
2015,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1832.7
2016,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1855.4
2017,Austria,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,1943.7
2000,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,55.27
2001,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,55.907
2002,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,56.938
2003,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,57.373999999999995
2004,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.119
2005,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,59.911
2006,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,60.401
2007,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,61.306000000000004
2008,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,64.61
2009,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,63.604
2010,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,60.942
2011,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.803000000000004
2012,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,59.726000000000006
2013,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,59.64
2014,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.275
2015,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.198
2016,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.808
2017,Austria,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,58.605
2000,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,23.798000000000002
2001,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,23.689
2002,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,23.128
2003,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,22.424
2004,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,24.13
2005,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,25.638
2006,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.033
2007,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,27.123
2008,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,30.191999999999997
2009,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,31.162
2010,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,27.767
2011,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,24.734
2012,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,24.755
2013,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,25.348000000000003
2014,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.342
2015,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.238000000000003
2016,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,25.984
2017,Austria,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.221
2000,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,31.471
2001,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,32.217
2002,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,33.81
2003,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.949
2004,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,33.989000000000004
2005,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.273
2006,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.368
2007,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.183
2008,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.418
2009,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,32.442
2010,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,33.175
2011,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.07
2012,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.971
2013,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,34.291
2014,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,31.933000000000003
2015,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,31.96
2016,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,32.824
2017,Austria,COMPST_SHARE,% Composting,PC,Percentage,Units,32.384
2000,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,11.003
2001,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.970999999999998
2002,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.994000000000002
2003,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,11.96
2004,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,29.838
2005,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,28.465999999999998
2006,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,29.570999999999998
2007,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,29.903000000000002
2008,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,27.758000000000003
2009,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,30.086
2010,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,35.711999999999996
2011,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,36.233000000000004
2012,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,35.88
2013,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,36.165
2014,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,37.571999999999996
2015,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,38.764
2016,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,38.452
2017,Austria,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,39.314
2000,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2001,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2002,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2003,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2004,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2005,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2006,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2007,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2008,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2009,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2010,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2011,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2012,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2013,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2014,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2015,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2016,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2017,Austria,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2000,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,11.003
2001,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,10.970999999999998
2002,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,10.994000000000002
2003,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,11.96
2004,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,29.838
2005,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,28.465999999999998
2006,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,29.570999999999998
2007,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,29.903000000000002
2008,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,27.758000000000003
2009,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,30.086
2010,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,35.711999999999996
2011,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,36.233000000000004
2012,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,35.88
2013,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,36.165
2014,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,37.571999999999996
2015,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,38.764
2016,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,38.452
2017,Austria,INC_SHARE,% Incineration,PC,Percentage,Units,39.314
2000,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,33.137
2001,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,32.47
2002,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,31.363000000000003
2003,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,29.96
2004,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,12.043
2005,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,11.623
2006,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,10.029
2007,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,8.791
2008,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,7.632000000000001
2009,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,6.31
2010,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,3.346
2011,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,4.9639999999999995
2012,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,4.394
2013,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,4.195
2014,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,4.1530000000000005
2015,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,3.037
2016,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,2.74
2017,Austria,LANDF_SHARE,% Landfill,PC,Percentage,Units,2.081
2000,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4830.0
2001,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4802.0
2002,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4981.0
2003,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4824.0
2004,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5059.0
2005,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5052.0
2006,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5115.0
2007,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5243.0
2008,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5119.0
2009,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5021.0
2010,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4953.0
2011,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,5003.0
2012,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4944.0
2013,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4867.0
2014,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4762.0
2015,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4643.0
2016,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4746.0
2017,Belgium,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,4659.0
2000,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3863.0
2001,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3797.0
2002,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3829.0
2003,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3724.0
2004,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3894.7
2005,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3863.6
2006,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3916.6
2007,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,4042.3
2008,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,4031.9
2009,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,4058.5
2010,Belgium,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,3897.29
2000,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,967.0
2001,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1005.0
2002,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1152.0
2003,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1100.0
2004,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1164.3
2005,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1188.4
2006,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1198.4
2007,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1200.7
2008,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1102.1
2009,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,978.5
2010,Belgium,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,1075.71
2000,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4895.0
2001,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4644.0
2002,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4798.0
2003,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4800.0
2004,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,5004.0
2005,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,5188.0
2006,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4990.0
2007,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,5454.0
2008,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4936.0
2009,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4827.0
2010,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4791.0
2011,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4824.0
2012,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4717.0
2013,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4810.0
2014,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4755.0
2015,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4644.0
2016,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4752.0
2017,Belgium,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,4620.0
2000,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,3812.0
2001,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,3720.0
2002,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4028.0
2003,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4094.0
2004,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4294.0
2005,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4489.0
2006,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4476.0
2007,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4906.0
2008,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4621.0
2009,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4564.0
2010,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4614.0
2011,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4635.0
2012,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4547.0
2013,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4668.0
2014,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4670.0
2015,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4568.0
2016,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4666.0
2017,Belgium,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,4541.0
2000,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1245.0
2001,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1305.0
2002,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1365.0
2003,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1336.0
2004,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1408.0
2005,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1547.0
2006,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1601.0
2007,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1741.0
2008,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1664.0
2009,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1697.0
2010,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1672.0
2011,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1707.0
2012,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1600.0
2013,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1539.0
2014,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1590.0
2015,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1584.0
2016,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1575.0
2017,Belgium,RECYCLING,Recycling,TONNE,Tonnes,Thousands,1580.0
2000,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1091.0
2001,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1030.0
2002,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1098.0
2003,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1123.0
2004,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1208.0
2005,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1173.0
2006,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1190.0
2007,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1236.0
2008,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1047.0
2009,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1025.0
2010,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1057.0
2011,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1028.0
2012,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1038.0
2013,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,1030.0
2014,Belgium,COMPOST,Composting,TONNE,Tonnes,Thousands,970.0
