Year,Country,VAR,Value
2017,Italy,WAS,18249.141
2000,Korea,ENER,410835
2001,Korea,ENER,424893
2002,Korea,ENER,443614
2003,Korea,ENER,451239
2004,Korea,ENER,458901
2005,Korea,ENER,466880
2006,Korea,ENER,473190
2007,Korea,ENER,492116
2008,Korea,ENER,505634
2009,Korea,ENER,512883
2010,Korea,ENER,565844
2011,Korea,ENER,594230
2012,Korea,ENER,596919
2013,Korea,ENER,606222
2014,Korea,ENER,598816
2015,Korea,ENER,602399
2016,Korea,ENER,604843
2000,Denmark,WAS,1504.865
2001,Denmark,WAS,1539.206
2002,Denmark,WAS,1568.693
2003,Denmark,WAS,1579.034
2004,Denmark,WAS,1274.059
2005,Denmark,WAS,1263.975
2006,Denmark,WAS,1322.219
2007,Denmark,WAS,1310.808
2008,Denmark,WAS,1288.026
2009,Denmark,WAS,1244.24
2010,Denmark,WAS,1175.066
2011,Denmark,WAS,1169.675
2012,Denmark,WAS,1126.043
2013,Denmark,WAS,1104.175
2014,Denmark,WAS,1099.152
2015,Denmark,WAS,1084.174
2016,Denmark,WAS,1123.71
2017,Denmark,WAS,1145.999
2000,Norway,WAS,1821.938
2001,Norway,WAS,1767.193
2002,Norway,WAS,1678.708
2003,Norway,WAS,1671.046
2004,Norway,WAS,1664.462
2005,Norway,WAS,1575.247
2006,Norway,WAS,1593.463
2007,Norway,WAS,1582.152
2008,Norway,WAS,1521.79
2009,Norway,WAS,1532.489
2010,Norway,WAS,1510.144
2011,Norway,WAS,1488.182
2012,Norway,WAS,1463.642
2013,Norway,WAS,1431.135
2014,Norway,WAS,1378.768
2015,Norway,WAS,1310.349
2016,Norway,WAS,1257.767
2017,Norway,WAS,1199.481
2000,Latvia,AGR,2248.846
2001,Latvia,AGR,2363.344
2002,Latvia,AGR,2339.514
2003,Latvia,AGR,2384.943
2004,Latvia,AGR,2314.994
2005,Latvia,AGR,2384.474
2006,Latvia,AGR,2384.87
2007,Latvia,AGR,2476.737
2008,Latvia,AGR,2447.392
2009,Latvia,AGR,2459.238
2010,Latvia,AGR,2480.257
2011,Latvia,AGR,2486.356
2012,Latvia,AGR,2581.39
2013,Latvia,AGR,2632.6
2014,Latvia,AGR,2705.315
2015,Latvia,AGR,2769.931
2016,Latvia,AGR,2766.31
2017,Latvia,AGR,2782.323
2000,Portugal,ENER,60767.764
2001,Portugal,ENER,60897.299
2002,Portugal,ENER,64402.824
2003,Portugal,ENER,59309.492
2004,Portugal,ENER,61560.426
2005,Portugal,ENER,63957.892
2006,Portugal,ENER,59555.221
2007,Portugal,ENER,56440.604
2008,Portugal,ENER,54471.155
2009,Portugal,ENER,53228.044
2010,Portugal,ENER,48752.464
2011,Portugal,ENER,48055.276
2012,Portugal,ENER,46598.284
2013,Portugal,ENER,44447.308
2014,Portugal,ENER,43959.545
2015,Portugal,ENER,48236.469
2016,Portugal,ENER,47116.25
2017,Portugal,ENER,51201.737
2000,Slovak Republic,WAS,1419.492
2001,Slovak Republic,WAS,1427.128
2002,Slovak Republic,WAS,1433.013
2003,Slovak Republic,WAS,1444.613
2004,Slovak Republic,WAS,1460.463
2005,Slovak Republic,WAS,1469.899
2006,Slovak Republic,WAS,1518.985
2007,Slovak Republic,WAS,1488.67
2008,Slovak Republic,WAS,1501.158
2009,Slovak Republic,WAS,1541.696
2010,Slovak Republic,WAS,1560.966
2011,Slovak Republic,WAS,1600.859
2012,Slovak Republic,WAS,1637.317
2013,Slovak Republic,WAS,1618.776
2014,Slovak Republic,WAS,1641.233
2015,Slovak Republic,WAS,1692.713
2016,Slovak Republic,WAS,1653.623
2017,Slovak Republic,WAS,1680.716
2000,Canada,AGR,56938.864
2001,Canada,AGR,56391.951
2002,Canada,AGR,55998.536
2003,Canada,AGR,57860.923
2004,Canada,AGR,59381.087
2005,Canada,AGR,59755.476
2006,Canada,AGR,58484.607
2007,Canada,AGR,58317.179
2008,Canada,AGR,58438.69
2009,Canada,AGR,56098.956
2010,Canada,AGR,54952.014
2011,Canada,AGR,54787.431
2012,Canada,AGR,56761.295
2013,Canada,AGR,59214.515
2014,Canada,AGR,57581.25
2015,Canada,AGR,58156.831
2016,Canada,AGR,59211.533
2017,Canada,AGR,59906.637
2000,Israel,IND_PROC,2812.32
2003,Israel,IND_PROC,2851.947
2004,Israel,IND_PROC,2989.852
2005,Israel,IND_PROC,3200.221
2006,Israel,IND_PROC,3258.137
2007,Israel,IND_PROC,3342.694
2008,Israel,IND_PROC,5023.184
2009,Israel,IND_PROC,3580.652
2010,Israel,IND_PROC,4472.918
2011,Israel,IND_PROC,5040.476
2012,Israel,IND_PROC,5477.159
2013,Israel,IND_PROC,5917.152
2014,Israel,IND_PROC,5606.636
2015,Israel,IND_PROC,6822.04
2016,Israel,IND_PROC,7220.861
2000,Slovenia,ENER_IND,5594.437
2001,Slovenia,ENER_IND,6311.779
2002,Slovenia,ENER_IND,6564.321
2003,Slovenia,ENER_IND,6289.375
2004,Slovenia,ENER_IND,6421.868
2005,Slovenia,ENER_IND,6448.198
2006,Slovenia,ENER_IND,6504.661
2007,Slovenia,ENER_IND,6725.747
2008,Slovenia,ENER_IND,6498.681
2009,Slovenia,ENER_IND,6210.673
2010,Slovenia,ENER_IND,6339.697
2011,Slovenia,ENER_IND,6359.333
2012,Slovenia,ENER_IND,6052.792
2013,Slovenia,ENER_IND,5773.731
2014,Slovenia,ENER_IND,4447.899
2015,Slovenia,ENER_IND,4561.544
2016,Slovenia,ENER_IND,4929.202
2017,Slovenia,ENER_IND,4915.34
2000,Lithuania,LULUCF,-8561.251
2001,Lithuania,LULUCF,-6493.048
2002,Lithuania,LULUCF,-5488.651
2003,Lithuania,LULUCF,-5073.151
2004,Lithuania,LULUCF,-4406.087
2005,Lithuania,LULUCF,-3727.529
2006,Lithuania,LULUCF,-1989.037
2007,Lithuania,LULUCF,-3870.282
2008,Lithuania,LULUCF,-4504.267
2009,Lithuania,LULUCF,-5670.074
2010,Lithuania,LULUCF,-8983.33
2011,Lithuania,LULUCF,-8803.483
2012,Lithuania,LULUCF,-8258.641
2013,Lithuania,LULUCF,-7796.773
2014,Lithuania,LULUCF,-6467.813
2015,Lithuania,LULUCF,-3879.926
2016,Lithuania,LULUCF,-6032.136
2017,Lithuania,LULUCF,-5296.409
2000,Netherlands,ENER_OSECT,39741.318
2001,Netherlands,ENER_OSECT,41314.389
2002,Netherlands,ENER_OSECT,39378.716
2003,Netherlands,ENER_OSECT,40502.42
2004,Netherlands,ENER_OSECT,40360.302
2005,Netherlands,ENER_OSECT,39011.223
2006,Netherlands,ENER_OSECT,38559.268
2007,Netherlands,ENER_OSECT,36136.199
2008,Netherlands,ENER_OSECT,40161.516
2009,Netherlands,ENER_OSECT,40133.526
2010,Netherlands,ENER_OSECT,46376.287
2011,Netherlands,ENER_OSECT,37813.211
2012,Netherlands,ENER_OSECT,39765.919
2013,Netherlands,ENER_OSECT,40834.075
2014,Netherlands,ENER_OSECT,32496.245
2015,Netherlands,ENER_OSECT,34522.789
2016,Netherlands,ENER_OSECT,34766.718
2017,Netherlands,ENER_OSECT,34594.036
2000,Latvia,ENER_OTH,0.137
2001,Latvia,ENER_OTH,0.168
2002,Latvia,ENER_OTH,6.953
2003,Latvia,ENER_OTH,6.221
2004,Latvia,ENER_OTH,9.729
2005,Latvia,ENER_OTH,7.696
2006,Latvia,ENER_OTH,7.589
2007,Latvia,ENER_OTH,2.868
2008,Latvia,ENER_OTH,3.439
2009,Latvia,ENER_OTH,5.389
2010,Latvia,ENER_OTH,7.947
2011,Latvia,ENER_OTH,7.292
2012,Latvia,ENER_OTH,7.402
2013,Latvia,ENER_OTH,6.512
2014,Latvia,ENER_OTH,9.538
2015,Latvia,ENER_OTH,9.665
2016,Latvia,ENER_OTH,11.509
2017,Latvia,ENER_OTH,13.306
2000,Denmark,ENER_FU,1089.525
2001,Denmark,ENER_FU,1154.363
2002,Denmark,ENER_FU,1026.398
2003,Denmark,ENER_FU,1017.772
2004,Denmark,ENER_FU,1133.987
2005,Denmark,ENER_FU,876.526
2006,Denmark,ENER_FU,849.667
2007,Denmark,ENER_FU,849.866
2008,Denmark,ENER_FU,646.821
2009,Denmark,ENER_FU,463.644
2010,Denmark,ENER_FU,567.533
2011,Denmark,ENER_FU,420.583
2012,Denmark,ENER_FU,366.991
2013,Denmark,ENER_FU,391.886
2014,Denmark,ENER_FU,397.582
2015,Denmark,ENER_FU,391.489
2016,Denmark,ENER_FU,419.114
2017,Denmark,ENER_FU,383.111
2000,Spain,LULUCF,-39523.038
2001,Spain,LULUCF,-40586.341
2002,Spain,LULUCF,-39083.501
2003,Spain,LULUCF,-38675.354
2004,Spain,LULUCF,-38815.269
2005,Spain,LULUCF,-38200.774
2006,Spain,LULUCF,-40275.965
2007,Spain,LULUCF,-39516.421
2008,Spain,LULUCF,-37658.26
2009,Spain,LULUCF,-35154.616
2010,Spain,LULUCF,-37419.506
2011,Spain,LULUCF,-37414.84
2012,Spain,LULUCF,-35459.935
2013,Spain,LULUCF,-34415.835
2014,Spain,LULUCF,-36457.262
2015,Spain,LULUCF,-38726.774
2016,Spain,LULUCF,-38229.215
2017,Spain,LULUCF,-38327.811
2000,Iceland,ENER_MANUF,456.178
2001,Iceland,ENER_MANUF,501.021
2002,Iceland,ENER_MANUF,502.861
2003,Iceland,ENER_MANUF,447.708
2004,Iceland,ENER_MANUF,484.324
2005,Iceland,ENER_MANUF,448.697
2006,Iceland,ENER_MANUF,431.341
2007,Iceland,ENER_MANUF,411.93
2008,Iceland,ENER_MANUF,368.638
2009,Iceland,ENER_MANUF,264.062
2010,Iceland,ENER_MANUF,214.049
2011,Iceland,ENER_MANUF,194.183
2012,Iceland,ENER_MANUF,185.764
2013,Iceland,ENER_MANUF,175.855
2014,Iceland,ENER_MANUF,180.173
2015,Iceland,ENER_MANUF,177.407
2016,Iceland,ENER_MANUF,198.445
2017,Iceland,ENER_MANUF,180.203
2000,Portugal,ENER_OTH,96.503
2001,Portugal,ENER_OTH,96.503
2002,Portugal,ENER_OTH,67.743
2003,Portugal,ENER_OTH,53.994
2004,Portugal,ENER_OTH,41.089
2005,Portugal,ENER_OTH,73.916
2006,Portugal,ENER_OTH,76.75
2007,Portugal,ENER_OTH,73.982
2008,Portugal,ENER_OTH,86.52
2009,Portugal,ENER_OTH,86.879
2010,Portugal,ENER_OTH,87.114
2011,Portugal,ENER_OTH,78.341
2012,Portugal,ENER_OTH,49.219
2013,Portugal,ENER_OTH,59.246
2014,Portugal,ENER_OTH,69.317
2015,Portugal,ENER_OTH,76.816
2016,Portugal,ENER_OTH,44.241
2017,Portugal,ENER_OTH,44.162
2000,Slovenia,LULUCF,-4238.242
2001,Slovenia,LULUCF,-5298.524
2002,Slovenia,LULUCF,-5429.971
2003,Slovenia,LULUCF,-7138.07
2004,Slovenia,LULUCF,-7309.66
2005,Slovenia,LULUCF,-7346.13
2006,Slovenia,LULUCF,-7330.773
2007,Slovenia,LULUCF,-7661.665
2008,Slovenia,LULUCF,-6507.501
2009,Slovenia,LULUCF,-6451.094
2010,Slovenia,LULUCF,-6393.66
2011,Slovenia,LULUCF,-6291.582
2012,Slovenia,LULUCF,-6207.783
2013,Slovenia,LULUCF,-6313.65
2014,Slovenia,LULUCF,-5144.3
2015,Slovenia,LULUCF,-3915.283
2016,Slovenia,LULUCF,-2403.666
2017,Slovenia,LULUCF,-1524.298
2000,Spain,ENER_IND,105759.672
2001,Spain,ENER_IND,100190.869
2002,Spain,ENER_IND,114207.395
2003,Spain,ENER_IND,107003.245
2004,Spain,ENER_IND,116896.203
2005,Spain,ENER_IND,126739.147
2006,Spain,ENER_IND,121514.093
2007,Spain,ENER_IND,127402.907
2008,Spain,ENER_IND,109804.595
2009,Spain,ENER_IND,92366.522
2010,Spain,ENER_IND,75252.693
2011,Spain,ENER_IND,88045.632
2012,Spain,ENER_IND,93230.741
2013,Spain,ENER_IND,73072.43
2014,Spain,ENER_IND,76321.144
2015,Spain,ENER_IND,86404.556
2016,Spain,ENER_IND,71052.714
2017,Spain,ENER_IND,81247.589
2000,Estonia,ENER_FU,27.235
2001,Estonia,ENER_FU,29.242
2002,Estonia,ENER_FU,24.493
2003,Estonia,ENER_FU,26.991
2004,Estonia,ENER_FU,31.847
2005,Estonia,ENER_FU,32.851
2006,Estonia,ENER_FU,33.257
2007,Estonia,ENER_FU,33.081
2008,Estonia,ENER_FU,31.702
2009,Estonia,ENER_FU,21.531
2010,Estonia,ENER_FU,23.11
2011,Estonia,ENER_FU,20.835
2012,Estonia,ENER_FU,21.679
2013,Estonia,ENER_FU,22.352
2014,Estonia,ENER_FU,17.473
2015,Estonia,ENER_FU,15.534
2016,Estonia,ENER_FU,17.077
2017,Estonia,ENER_FU,16.22
2000,Italy,ENER_FU,10819.084
2001,Italy,ENER_FU,10220.55
2002,Italy,ENER_FU,10039.449
2003,Italy,ENER_FU,10443.68
2004,Italy,ENER_FU,9450.999
2005,Italy,ENER_FU,9376.539
2006,Italy,ENER_FU,8747.627
2007,Italy,ENER_FU,8529.157
2008,Italy,ENER_FU,8650.912
2009,Italy,ENER_FU,8367.681
2010,Italy,ENER_FU,8829.82
2011,Italy,ENER_FU,8711.988
2012,Italy,ENER_FU,8586.021
2013,Italy,ENER_FU,8516.926
2014,Italy,ENER_FU,8056.055
2015,Italy,ENER_FU,7552.15
2016,Italy,ENER_FU,7227.778
2017,Italy,ENER_FU,7093.406
2000,Slovak Republic,ENER_TRANS,5725.613
2001,Slovak Republic,ENER_TRANS,6147.1
2002,Slovak Republic,ENER_TRANS,6161.49
2003,Slovak Republic,ENER_TRANS,6081.468
2004,Slovak Republic,ENER_TRANS,6818.95
2005,Slovak Republic,ENER_TRANS,7697.607
2006,Slovak Republic,ENER_TRANS,6845.574
2007,Slovak Republic,ENER_TRANS,7548.448
2008,Slovak Republic,ENER_TRANS,7900.609
2009,Slovak Republic,ENER_TRANS,7006.679
2010,Slovak Republic,ENER_TRANS,7470.166
2011,Slovak Republic,ENER_TRANS,7098.434
2012,Slovak Republic,ENER_TRANS,6980.144
2013,Slovak Republic,ENER_TRANS,6848.704
2014,Slovak Republic,ENER_TRANS,6591.518
2015,Slovak Republic,ENER_TRANS,7281.966
2016,Slovak Republic,ENER_TRANS,7536.448
2017,Slovak Republic,ENER_TRANS,7659.732
2000,Canada,ENER_TRANS,152800.876
2001,Canada,ENER_TRANS,153588.863
2002,Canada,ENER_TRANS,154896.908
2003,Canada,ENER_TRANS,157722.489
2004,Canada,ENER_TRANS,161534.743
2005,Canada,ENER_TRANS,166611.939
2006,Canada,ENER_TRANS,166652.371
2007,Canada,ENER_TRANS,169122.103
2008,Canada,ENER_TRANS,167933.987
2009,Canada,ENER_TRANS,163730.512
2010,Canada,ENER_TRANS,168922.462
2011,Canada,ENER_TRANS,168463.862
2012,Canada,ENER_TRANS,170837.934
2013,Canada,ENER_TRANS,174981.231
2014,Canada,ENER_TRANS,173344.37
2015,Canada,ENER_TRANS,174382.096
2016,Canada,ENER_TRANS,175138.819
2017,Canada,ENER_TRANS,174360
2000,Greece,ENER_IND,54932.094
2001,Greece,ENER_IND,55450.42
2002,Greece,ENER_IND,54871.175
2003,Greece,ENER_IND,56117.929
2004,Greece,ENER_IND,57438.933
2005,Greece,ENER_IND,58261.112
2006,Greece,ENER_IND,56086.603
2007,Greece,ENER_IND,59571.766
2008,Greece,ENER_IND,58214.863
2009,Greece,ENER_IND,54667.6
2010,Greece,ENER_IND,52211.405
2011,Greece,ENER_IND,54015.92
2012,Greece,ENER_IND,54688.036
2013,Greece,ENER_IND,49367.8
2014,Greece,ENER_IND,45937.665
2015,Greece,ENER_IND,40911.685
2016,Greece,ENER_IND,37021.084
2017,Greece,ENER_IND,39940.59
2000,Japan,LULUCF,-87907.429
2001,Japan,LULUCF,-88438.76
2002,Japan,LULUCF,-89898.324
2003,Japan,LULUCF,-100107.068
2004,Japan,LULUCF,-96531.388
2005,Japan,LULUCF,-91339.534
2006,Japan,LULUCF,-85913.928
2007,Japan,LULUCF,-80979.44
2008,Japan,LULUCF,-70704.373
2009,Japan,LULUCF,-66991.615
2010,Japan,LULUCF,-70546.626
2011,Japan,LULUCF,-69866.252
2012,Japan,LULUCF,-72871.307
2013,Japan,LULUCF,-66160.127
2014,Japan,LULUCF,-64529.799
2015,Japan,LULUCF,-59573.772
2016,Japan,LULUCF,-54520.328
2017,Japan,LULUCF,-57457.813
2000,Poland,ENER_MANUF,46202.239
2001,Poland,ENER_MANUF,40880.895
2002,Poland,ENER_MANUF,38583.858
2003,Poland,ENER_MANUF,37717.47
2004,Poland,ENER_MANUF,38411.451
2005,Poland,ENER_MANUF,34019.03
2006,Poland,ENER_MANUF,33860.099
2007,Poland,ENER_MANUF,36124.404
2008,Poland,ENER_MANUF,32006.372
2009,Poland,ENER_MANUF,28097.836
2010,Poland,ENER_MANUF,29691.782
2011,Poland,ENER_MANUF,30696.674
2012,Poland,ENER_MANUF,29546.327
2013,Poland,ENER_MANUF,29380.107
2014,Poland,ENER_MANUF,29491.501
2015,Poland,ENER_MANUF,28022.572
2016,Poland,ENER_MANUF,28537.76
2017,Poland,ENER_MANUF,31171.9
2000,Luxembourg,ENER_TRANS,4868.382
2001,Luxembourg,ENER_TRANS,5113.154
2002,Luxembourg,ENER_TRANS,5301.056
2003,Luxembourg,ENER_TRANS,5852.038
2004,Luxembourg,ENER_TRANS,6812.166
2005,Luxembourg,ENER_TRANS,7187.598
2006,Luxembourg,ENER_TRANS,6864.174
2007,Luxembourg,ENER_TRANS,6577.944
2008,Luxembourg,ENER_TRANS,6682.794
2009,Luxembourg,ENER_TRANS,6159.281
2010,Luxembourg,ENER_TRANS,6516.686
2011,Luxembourg,ENER_TRANS,6892.721
2012,Luxembourg,ENER_TRANS,6584.815
2013,Luxembourg,ENER_TRANS,6438.71
2014,Luxembourg,ENER_TRANS,6138.849
2015,Luxembourg,ENER_TRANS,5705.523
2016,Luxembourg,ENER_TRANS,5533.367
2017,Luxembourg,ENER_TRANS,5638.737
2000,New Zealand,LULUCF,-31064.355
2001,New Zealand,LULUCF,-31030.602
2002,New Zealand,LULUCF,-28541.07
2003,New Zealand,LULUCF,-29686.273
2004,New Zealand,LULUCF,-29623.28
2005,New Zealand,LULUCF,-28805.084
2006,New Zealand,LULUCF,-26812.018
2007,New Zealand,LULUCF,-25361.636
2008,New Zealand,LULUCF,-32409.954
2009,New Zealand,LULUCF,-30377.056
2010,New Zealand,LULUCF,-31159.849
2011,New Zealand,LULUCF,-26566.172
2012,New Zealand,LULUCF,-25589.323
2013,New Zealand,LULUCF,-23098.088
2014,New Zealand,LULUCF,-25939.497
2015,New Zealand,LULUCF,-25324.749
2016,New Zealand,LULUCF,-24831.57
2017,New Zealand,LULUCF,-23958.45
2000,Australia,LULUCF,51135.078
2001,Australia,LULUCF,72350.278
2002,Australia,LULUCF,65720.254
2003,Australia,LULUCF,74374.918
2004,Australia,LULUCF,66030.73
2005,Australia,LULUCF,88786.51
2006,Australia,LULUCF,85050.666
2007,Australia,LULUCF,93889.51
2008,Australia,LULUCF,78650.265
2009,Australia,LULUCF,69706.805
2010,Australia,LULUCF,48680.179
2011,Australia,LULUCF,29379.382
2012,Australia,LULUCF,18110.142
2013,Australia,LULUCF,7303.829
2014,Australia,LULUCF,8099.259
2015,Australia,LULUCF,-3537.838
2016,Australia,LULUCF,-16341.231
2017,Australia,LULUCF,-19431.113
2000,Norway,ENER_OSECT,3672.15
2001,Norway,ENER_OSECT,4019.072
2002,Norway,ENER_OSECT,4153.932
2003,Norway,ENER_OSECT,4353.186
2004,Norway,ENER_OSECT,3984.494
2005,Norway,ENER_OSECT,3624.156
2006,Norway,ENER_OSECT,3845.476
2007,Norway,ENER_OSECT,3653.47
2008,Norway,ENER_OSECT,3436.733
2009,Norway,ENER_OSECT,3639.591
2010,Norway,ENER_OSECT,3804.64
2011,Norway,ENER_OSECT,3254.723
2012,Norway,ENER_OSECT,3156.896
2013,Norway,ENER_OSECT,3032.894
2014,Norway,ENER_OSECT,2735.963
2015,Norway,ENER_OSECT,2689.87
2016,Norway,ENER_OSECT,2952.563
2017,Norway,ENER_OSECT,2864.722
2000,Switzerland,ENER_TRANS,15926.58
2001,Switzerland,ENER_TRANS,15626.303
2002,Switzerland,ENER_TRANS,15550.567
2003,Switzerland,ENER_TRANS,15716.254
2004,Switzerland,ENER_TRANS,15795.69
2005,Switzerland,ENER_TRANS,15855.473
2006,Switzerland,ENER_TRANS,15970.628
2007,Switzerland,ENER_TRANS,16294.255
2008,Switzerland,ENER_TRANS,16644.057
2009,Switzerland,ENER_TRANS,16437.791
2010,Switzerland,ENER_TRANS,16326.366
2011,Switzerland,ENER_TRANS,16144.396
2012,Switzerland,ENER_TRANS,16258.88
2013,Switzerland,ENER_TRANS,16167.371
2014,Switzerland,ENER_TRANS,16058.541
2015,Switzerland,ENER_TRANS,15321.215
2016,Switzerland,ENER_TRANS,15151.186
2017,Switzerland,ENER_TRANS,14883.98
2000,Greece,LULUCF,-1941.346
2001,Greece,LULUCF,-2412.113
2002,Greece,LULUCF,-2771.893
2003,Greece,LULUCF,-2504.408
2004,Greece,LULUCF,-2461.12
2005,Greece,LULUCF,-3282.911
2006,Greece,LULUCF,-3300.982
2007,Greece,LULUCF,-1463.4
2008,Greece,LULUCF,-2955.372
2009,Greece,LULUCF,-3036.834
2010,Greece,LULUCF,-3043.081
2011,Greece,LULUCF,-3131.253
2012,Greece,LULUCF,-3086.125
2013,Greece,LULUCF,-1582.157
2014,Greece,LULUCF,-125.779
2015,Greece,LULUCF,-3719.193
2016,Greece,LULUCF,-3473.262
2017,Greece,LULUCF,-3209.095
2000,Lithuania,ENER_IND,5055.974
2001,Lithuania,ENER_IND,5532.753
2002,Lithuania,ENER_IND,5350.472
2003,Lithuania,ENER_IND,5223.856
2004,Lithuania,ENER_IND,5399.422
2005,Lithuania,ENER_IND,5655.86
2006,Lithuania,ENER_IND,5202.953
2007,Lithuania,ENER_IND,4736.986
2008,Lithuania,ENER_IND,4804.581
2009,Lithuania,ENER_IND,4782.671
2010,Lithuania,ENER_IND,5329.663
2011,Lithuania,ENER_IND,4461.86
2012,Lithuania,ENER_IND,4411.337
2013,Lithuania,ENER_IND,3851.992
2014,Lithuania,ENER_IND,3177.987
2015,Lithuania,ENER_IND,3155.098
2016,Lithuania,ENER_IND,2955.583
2017,Lithuania,ENER_IND,2572.665
2000,Finland,LULUCF,-18885.025
2001,Finland,LULUCF,-20764.52
2002,Finland,LULUCF,-21841.466
2003,Finland,LULUCF,-22324.169
2004,Finland,LULUCF,-23488.616
2005,Finland,LULUCF,-24427.514
2006,Finland,LULUCF,-30548.143
2007,Finland,LULUCF,-22565.298
2008,Finland,LULUCF,-21285.408
2009,Finland,LULUCF,-33749.222
2010,Finland,LULUCF,-22149.461
2011,Finland,LULUCF,-22261.996
2012,Finland,LULUCF,-24781.131
2013,Finland,LULUCF,-19004.23
2014,Finland,LULUCF,-21764.807
2015,Finland,LULUCF,-20066.623
2016,Finland,LULUCF,-18525.968
2017,Finland,LULUCF,-20377.721
2000,United States,ENER_MANUF,876799.602
2001,United States,ENER_MANUF,872395.671
2002,United States,ENER_MANUF,859017.428
2003,United States,ENER_MANUF,858213.477
2004,United States,ENER_MANUF,882571.65
2005,United States,ENER_MANUF,857799.478
2006,United States,ENER_MANUF,882216.861
2007,United States,ENER_MANUF,875790.765
2008,United States,ENER_MANUF,829778.466
2009,United States,ENER_MANUF,753627.873
2010,United States,ENER_MANUF,804317.254
2011,United States,ENER_MANUF,804984.5
2012,United States,ENER_MANUF,814381.303
2013,United States,ENER_MANUF,844087.91
2014,United States,ENER_MANUF,823530.78
2015,United States,ENER_MANUF,811751.237
2016,United States,ENER_MANUF,811491.816
2017,United States,ENER_MANUF,814650.754
2000,United Kingdom,ENER_OSECT,119360.141
2001,United Kingdom,ENER_OSECT,121885.275
2002,United Kingdom,ENER_OSECT,114116.241
2003,United Kingdom,ENER_OSECT,115272.699
2004,United Kingdom,ENER_OSECT,117282.558
2005,United Kingdom,ENER_OSECT,112662.08
2006,United Kingdom,ENER_OSECT,107607.048
2007,United Kingdom,ENER_OSECT,102802.684
2008,United Kingdom,ENER_OSECT,107536.989
2009,United Kingdom,ENER_OSECT,100692.772
2010,United Kingdom,ENER_OSECT,111864.519
2011,United Kingdom,ENER_OSECT,91628.876
2012,United Kingdom,ENER_OSECT,100599.558
2013,United Kingdom,ENER_OSECT,102039.498
2014,United Kingdom,ENER_OSECT,86637.257
2015,United Kingdom,ENER_OSECT,90512.448
2016,United Kingdom,ENER_OSECT,93601.964
2017,United Kingdom,ENER_OSECT,90203.175
2000,New Zealand,ENER_IND,6462.11
2001,New Zealand,ENER_IND,7968.644
2002,New Zealand,ENER_IND,7191.847
2003,New Zealand,ENER_IND,8531.821
2004,New Zealand,ENER_IND,8158.423
2005,New Zealand,ENER_IND,10229.574
2006,New Zealand,ENER_IND,10124.607
2007,New Zealand,ENER_IND,8474.494
2008,New Zealand,ENER_IND,9649.903
2009,New Zealand,ENER_IND,7461.168
2010,New Zealand,ENER_IND,6807.996
2011,New Zealand,ENER_IND,6311.929
2012,New Zealand,ENER_IND,7710.229
2013,New Zealand,ENER_IND,6401.953
2014,New Zealand,ENER_IND,5437.093
2015,New Zealand,ENER_IND,5278.769
2016,New Zealand,ENER_IND,4169.281
2017,New Zealand,ENER_IND,4748.237
2000,Turkey,ENER_FU,6145.393
2001,Turkey,ENER_FU,5702.396
2002,Turkey,ENER_FU,5417.51
2003,Turkey,ENER_FU,5190.178
2004,Turkey,ENER_FU,5134.397
2005,Turkey,ENER_FU,5752.07
2006,Turkey,ENER_FU,6085.507
2007,Turkey,ENER_FU,7948.979
2008,Turkey,ENER_FU,8409.62
2009,Turkey,ENER_FU,8128.121
2010,Turkey,ENER_FU,8226.06
2011,Turkey,ENER_FU,9064.718
2012,Turkey,ENER_FU,9381.279
2013,Turkey,ENER_FU,8523.645
