Year,Country,Pollutant,Value
2012,Iceland,Particulates (PM2.5),1.579
2013,Iceland,Particulates (PM2.5),1.489
2014,Iceland,Particulates (PM2.5),1.5
2015,Iceland,Particulates (PM2.5),1.479
2016,Iceland,Particulates (PM2.5),1.335
2017,Iceland,Particulates (PM2.5),1.281
2000,Iceland,Carbon Monoxide,64.172
2001,Iceland,Carbon Monoxide,62.392
2002,Iceland,Carbon Monoxide,61.835
2003,Iceland,Carbon Monoxide,60.476
2004,Iceland,Carbon Monoxide,60.847
2005,Iceland,Carbon Monoxide,60.612
2006,Iceland,Carbon Monoxide,66.738
2007,Iceland,Carbon Monoxide,78.84
2008,Iceland,Carbon Monoxide,117.756
2009,Iceland,Carbon Monoxide,118.858
2010,Iceland,Carbon Monoxide,117.105
2011,Iceland,Carbon Monoxide,114.238
2012,Iceland,Carbon Monoxide,115.234
2013,Iceland,Carbon Monoxide,116.61
2014,Iceland,Carbon Monoxide,123.592
2015,Iceland,Carbon Monoxide,118.405
2016,Iceland,Carbon Monoxide,117.312
2017,Iceland,Carbon Monoxide,121.283
2000,Iceland,Non-methane Volatile Organic Compounds,8.657
2001,Iceland,Non-methane Volatile Organic Compounds,8.113
2002,Iceland,Non-methane Volatile Organic Compounds,7.883
2003,Iceland,Non-methane Volatile Organic Compounds,7.614
2004,Iceland,Non-methane Volatile Organic Compounds,7.694
2005,Iceland,Non-methane Volatile Organic Compounds,7.475
2006,Iceland,Non-methane Volatile Organic Compounds,7.446
2007,Iceland,Non-methane Volatile Organic Compounds,7.282
2008,Iceland,Non-methane Volatile Organic Compounds,6.891
2009,Iceland,Non-methane Volatile Organic Compounds,6.364
2010,Iceland,Non-methane Volatile Organic Compounds,5.873
2011,Iceland,Non-methane Volatile Organic Compounds,5.689
2012,Iceland,Non-methane Volatile Organic Compounds,5.552
2013,Iceland,Non-methane Volatile Organic Compounds,5.418
2014,Iceland,Non-methane Volatile Organic Compounds,5.594
2015,Iceland,Non-methane Volatile Organic Compounds,5.624
2016,Iceland,Non-methane Volatile Organic Compounds,5.778
2017,Iceland,Non-methane Volatile Organic Compounds,6.72
2000,Ireland,Sulphur Oxides,144.221
2001,Ireland,Sulphur Oxides,142.266
2002,Ireland,Sulphur Oxides,106.468
2003,Ireland,Sulphur Oxides,82.463
2004,Ireland,Sulphur Oxides,73.075
2005,Ireland,Sulphur Oxides,72.874
2006,Ireland,Sulphur Oxides,60.791
2007,Ireland,Sulphur Oxides,54.571
2008,Ireland,Sulphur Oxides,45.141
2009,Ireland,Sulphur Oxides,32.333
2010,Ireland,Sulphur Oxides,26.244
2011,Ireland,Sulphur Oxides,24.697
2012,Ireland,Sulphur Oxides,23.229
2013,Ireland,Sulphur Oxides,23.343
2014,Ireland,Sulphur Oxides,16.994
2015,Ireland,Sulphur Oxides,15.14
2016,Ireland,Sulphur Oxides,13.674
2017,Ireland,Sulphur Oxides,13.137
2000,Ireland,Nitrogen Oxides,175.7
2001,Ireland,Nitrogen Oxides,174.475
2002,Ireland,Nitrogen Oxides,166.969
2003,Ireland,Nitrogen Oxides,166.284
2004,Ireland,Nitrogen Oxides,167.529
2005,Ireland,Nitrogen Oxides,169.51
2006,Ireland,Nitrogen Oxides,164.633
2007,Ireland,Nitrogen Oxides,160.784
2008,Ireland,Nitrogen Oxides,146.462
2009,Ireland,Nitrogen Oxides,122.424
2010,Ireland,Nitrogen Oxides,116.388
2011,Ireland,Nitrogen Oxides,104.262
2012,Ireland,Nitrogen Oxides,106.95
2013,Ireland,Nitrogen Oxides,108.235
2014,Ireland,Nitrogen Oxides,108.245
2015,Ireland,Nitrogen Oxides,110.537
2016,Ireland,Nitrogen Oxides,111.05
2017,Ireland,Nitrogen Oxides,109.009
2000,Ireland,Particulates (PM10),38.66
2001,Ireland,Particulates (PM10),39.603
2002,Ireland,Particulates (PM10),38.555
2003,Ireland,Particulates (PM10),39.748
2004,Ireland,Particulates (PM10),40.483
2005,Ireland,Particulates (PM10),41.489
2006,Ireland,Particulates (PM10),41.788
2007,Ireland,Particulates (PM10),41.277
2008,Ireland,Particulates (PM10),39.393
2009,Ireland,Particulates (PM10),38.051
2010,Ireland,Particulates (PM10),35.391
2011,Ireland,Particulates (PM10),29.279
2012,Ireland,Particulates (PM10),28.898
2013,Ireland,Particulates (PM10),29.332
2014,Ireland,Particulates (PM10),28.003
2015,Ireland,Particulates (PM10),28.265
2016,Ireland,Particulates (PM10),27.521
2017,Ireland,Particulates (PM10),27.271
2000,Ireland,Particulates (PM2.5),20.168
2001,Ireland,Particulates (PM2.5),19.87
2002,Ireland,Particulates (PM2.5),19.075
2003,Ireland,Particulates (PM2.5),18.709
2004,Ireland,Particulates (PM2.5),18.776
2005,Ireland,Particulates (PM2.5),19.419
2006,Ireland,Particulates (PM2.5),18.858
2007,Ireland,Particulates (PM2.5),18.277
2008,Ireland,Particulates (PM2.5),18.089
2009,Ireland,Particulates (PM2.5),17.381
2010,Ireland,Particulates (PM2.5),16.443
2011,Ireland,Particulates (PM2.5),14.743
2012,Ireland,Particulates (PM2.5),14.322
2013,Ireland,Particulates (PM2.5),14.69
2014,Ireland,Particulates (PM2.5),13.544
2015,Ireland,Particulates (PM2.5),13.54
2016,Ireland,Particulates (PM2.5),12.789
2017,Ireland,Particulates (PM2.5),11.96
2000,Ireland,Carbon Monoxide,245.362
2001,Ireland,Carbon Monoxide,241.164
2002,Ireland,Carbon Monoxide,229.509
2003,Ireland,Carbon Monoxide,220.095
2004,Ireland,Carbon Monoxide,215.52
2005,Ireland,Carbon Monoxide,214.004
2006,Ireland,Carbon Monoxide,196.869
2007,Ireland,Carbon Monoxide,183.827
2008,Ireland,Carbon Monoxide,176.072
2009,Ireland,Carbon Monoxide,154.938
2010,Ireland,Carbon Monoxide,141.744
2011,Ireland,Carbon Monoxide,130.469
2012,Ireland,Carbon Monoxide,123.541
2013,Ireland,Carbon Monoxide,116.693
2014,Ireland,Carbon Monoxide,110.037
2015,Ireland,Carbon Monoxide,107.125
2016,Ireland,Carbon Monoxide,100.832
2017,Ireland,Carbon Monoxide,87.3
2000,Ireland,Non-methane Volatile Organic Compounds,121.53
2001,Ireland,Non-methane Volatile Organic Compounds,121.625
2002,Ireland,Non-methane Volatile Organic Compounds,121.623
2003,Ireland,Non-methane Volatile Organic Compounds,120.042
2004,Ireland,Non-methane Volatile Organic Compounds,119.39
2005,Ireland,Non-methane Volatile Organic Compounds,120.241
2006,Ireland,Non-methane Volatile Organic Compounds,119.98
2007,Ireland,Non-methane Volatile Organic Compounds,119.769
2008,Ireland,Non-methane Volatile Organic Compounds,115.377
2009,Ireland,Non-methane Volatile Organic Compounds,113.219
2010,Ireland,Non-methane Volatile Organic Compounds,109.687
2011,Ireland,Non-methane Volatile Organic Compounds,106.913
2012,Ireland,Non-methane Volatile Organic Compounds,108.282
2013,Ireland,Non-methane Volatile Organic Compounds,110.643
2014,Ireland,Non-methane Volatile Organic Compounds,106.592
2015,Ireland,Non-methane Volatile Organic Compounds,106.783
2016,Ireland,Non-methane Volatile Organic Compounds,108.383
2017,Ireland,Non-methane Volatile Organic Compounds,113.194
2000,Italy,Sulphur Oxides,755.998
2001,Italy,Sulphur Oxides,704.304
2002,Italy,Sulphur Oxides,623.205
2003,Italy,Sulphur Oxides,524.391
2004,Italy,Sulphur Oxides,487.71
2005,Italy,Sulphur Oxides,409.544
2006,Italy,Sulphur Oxides,387.771
2007,Italy,Sulphur Oxides,345.304
2008,Italy,Sulphur Oxides,290.045
2009,Italy,Sulphur Oxides,237.417
2010,Italy,Sulphur Oxides,218.441
2011,Italy,Sulphur Oxides,196.226
2012,Italy,Sulphur Oxides,177.966
2013,Italy,Sulphur Oxides,146.58
2014,Italy,Sulphur Oxides,131.599
2015,Italy,Sulphur Oxides,124.503
2016,Italy,Sulphur Oxides,116.974
2017,Italy,Sulphur Oxides,115.36
2000,Italy,Nitrogen Oxides,1493.227
2001,Italy,Nitrogen Oxides,1463.269
2002,Italy,Nitrogen Oxides,1404.715
2003,Italy,Nitrogen Oxides,1386.559
2004,Italy,Nitrogen Oxides,1340.592
2005,Italy,Nitrogen Oxides,1285.277
2006,Italy,Nitrogen Oxides,1215.729
2007,Italy,Nitrogen Oxides,1160.124
2008,Italy,Nitrogen Oxides,1074.524
2009,Italy,Nitrogen Oxides,990.262
2010,Italy,Nitrogen Oxides,972.674
2011,Italy,Nitrogen Oxides,934.906
2012,Italy,Nitrogen Oxides,876.061
2013,Italy,Nitrogen Oxides,822.062
2014,Italy,Nitrogen Oxides,804.088
2015,Italy,Nitrogen Oxides,778.306
2016,Italy,Nitrogen Oxides,754.274
2017,Italy,Nitrogen Oxides,712.143
2000,Italy,Particulates (PM10),245.761
2001,Italy,Particulates (PM10),239.318
2002,Italy,Particulates (PM10),208.086
2003,Italy,Particulates (PM10),225.161
2004,Italy,Particulates (PM10),199.633
2005,Italy,Particulates (PM10),219.465
2006,Italy,Particulates (PM10),221.787
2007,Italy,Particulates (PM10),244.649
2008,Italy,Particulates (PM10),256.493
2009,Italy,Particulates (PM10),237.116
2010,Italy,Particulates (PM10),230.958
2011,Italy,Particulates (PM10),183.645
2012,Italy,Particulates (PM10),209.26
2013,Italy,Particulates (PM10),203.759
2014,Italy,Particulates (PM10),186.825
2015,Italy,Particulates (PM10),192.582
2016,Italy,Particulates (PM10),188.746
2017,Italy,Particulates (PM10),195.723
2000,Italy,Particulates (PM2.5),196.417
2001,Italy,Particulates (PM2.5),188.694
2002,Italy,Particulates (PM2.5),158.778
2003,Italy,Particulates (PM2.5),177.271
2004,Italy,Particulates (PM2.5),152.366
2005,Italy,Particulates (PM2.5),174.751
2006,Italy,Particulates (PM2.5),179.046
2007,Italy,Particulates (PM2.5),203.253
2008,Italy,Particulates (PM2.5),216.733
2009,Italy,Particulates (PM2.5),201.685
2010,Italy,Particulates (PM2.5),196.508
2011,Italy,Particulates (PM2.5),150.115
2012,Italy,Particulates (PM2.5),176.998
2013,Italy,Particulates (PM2.5),172.12
2014,Italy,Particulates (PM2.5),155.478
2015,Italy,Particulates (PM2.5),161.344
2016,Italy,Particulates (PM2.5),157.275
2017,Italy,Particulates (PM2.5),164.71
2000,Italy,Carbon Monoxide,4897.357
2001,Italy,Carbon Monoxide,4574.168
2002,Italy,Carbon Monoxide,3986.26
2003,Italy,Carbon Monoxide,4038.307
2004,Italy,Carbon Monoxide,3477.506
2005,Italy,Carbon Monoxide,3509.746
2006,Italy,Carbon Monoxide,3362.69
2007,Italy,Carbon Monoxide,3423.155
2008,Italy,Carbon Monoxide,3548.621
2009,Italy,Carbon Monoxide,3154.986
2010,Italy,Carbon Monoxide,3121.114
2011,Italy,Carbon Monoxide,2478.159
2012,Italy,Carbon Monoxide,2704.452
2013,Italy,Carbon Monoxide,2535.311
2014,Italy,Carbon Monoxide,2298.637
2015,Italy,Carbon Monoxide,2343.015
2016,Italy,Carbon Monoxide,2268.535
2017,Italy,Carbon Monoxide,2330.483
2000,Italy,Non-methane Volatile Organic Compounds,1602.257
2001,Italy,Non-methane Volatile Organic Compounds,1536.681
2002,Italy,Non-methane Volatile Organic Compounds,1447.306
2003,Italy,Non-methane Volatile Organic Compounds,1426.564
2004,Italy,Non-methane Volatile Organic Compounds,1330.759
2005,Italy,Non-methane Volatile Organic Compounds,1348.061
2006,Italy,Non-methane Volatile Organic Compounds,1310.204
2007,Italy,Non-methane Volatile Organic Compounds,1293.611
2008,Italy,Non-methane Volatile Organic Compounds,1266.16
2009,Italy,Non-methane Volatile Organic Compounds,1187.991
2010,Italy,Non-methane Volatile Organic Compounds,1123.972
2011,Italy,Non-methane Volatile Organic Compounds,1032.585
2012,Italy,Non-methane Volatile Organic Compounds,1024.158
2013,Italy,Non-methane Volatile Organic Compounds,996.414
2014,Italy,Non-methane Volatile Organic Compounds,931.467
2015,Italy,Non-methane Volatile Organic Compounds,914.531
2016,Italy,Non-methane Volatile Organic Compounds,899.252
2017,Italy,Non-methane Volatile Organic Compounds,934.856
2000,Japan,Sulphur Oxides,1130.87
2001,Japan,Sulphur Oxides,1124.155
2002,Japan,Sulphur Oxides,1115.085
2003,Japan,Sulphur Oxides,1088.312
2004,Japan,Sulphur Oxides,1058.249
2005,Japan,Sulphur Oxides,1010.671
2006,Japan,Sulphur Oxides,970.29
2007,Japan,Sulphur Oxides,926.756
2008,Japan,Sulphur Oxides,860.185
2009,Japan,Sulphur Oxides,802.593
2010,Japan,Sulphur Oxides,772.12
2011,Japan,Sulphur Oxides,727.946
2012,Japan,Sulphur Oxides,724.164
2013,Japan,Sulphur Oxides,715.464
2014,Japan,Sulphur Oxides,706.514
2015,Japan,Sulphur Oxides,701.734
2016,Japan,Sulphur Oxides,701.011
2017,Japan,Sulphur Oxides,695.703
2000,Japan,Nitrogen Oxides,2040.445
2001,Japan,Nitrogen Oxides,2019.558
2002,Japan,Nitrogen Oxides,2066.797
2003,Japan,Nitrogen Oxides,2047.673
2004,Japan,Nitrogen Oxides,1978.302
2005,Japan,Nitrogen Oxides,1953.54
2006,Japan,Nitrogen Oxides,1869.755
2007,Japan,Nitrogen Oxides,1780.022
2008,Japan,Nitrogen Oxides,1646.318
2009,Japan,Nitrogen Oxides,1558.757
2010,Japan,Nitrogen Oxides,1562.231
2011,Japan,Nitrogen Oxides,1498.967
2012,Japan,Nitrogen Oxides,1452.81
2013,Japan,Nitrogen Oxides,1394.168
2014,Japan,Nitrogen Oxides,1339.152
2015,Japan,Nitrogen Oxides,1302.196
2016,Japan,Nitrogen Oxides,1421.702
2017,Japan,Nitrogen Oxides,1378.43
2000,Japan,Carbon Monoxide,3764.849
2001,Japan,Carbon Monoxide,3574.313
2002,Japan,Carbon Monoxide,3446.023
2003,Japan,Carbon Monoxide,3374.533
2004,Japan,Carbon Monoxide,3277.34
2005,Japan,Carbon Monoxide,2956.422
2006,Japan,Carbon Monoxide,2961.916
2007,Japan,Carbon Monoxide,2954.187
2008,Japan,Carbon Monoxide,2758.525
2009,Japan,Carbon Monoxide,2662.447
2010,Japan,Carbon Monoxide,3295.483
2011,Japan,Carbon Monoxide,2726.727
2012,Japan,Carbon Monoxide,2807.362
2013,Japan,Carbon Monoxide,2724.875
2014,Japan,Carbon Monoxide,2626.108
2015,Japan,Carbon Monoxide,2510.936
2016,Japan,Carbon Monoxide,2783.233
2017,Japan,Carbon Monoxide,2656.052
2000,Japan,Non-methane Volatile Organic Compounds,1748.905
2001,Japan,Non-methane Volatile Organic Compounds,1582.198
2002,Japan,Non-methane Volatile Organic Compounds,1516.441
2003,Japan,Non-methane Volatile Organic Compounds,1456.765
2004,Japan,Non-methane Volatile Organic Compounds,1416.139
2005,Japan,Non-methane Volatile Organic Compounds,1369.741
2006,Japan,Non-methane Volatile Organic Compounds,1334.196
2007,Japan,Non-methane Volatile Organic Compounds,1273.463
2008,Japan,Non-methane Volatile Organic Compounds,1143.616
2009,Japan,Non-methane Volatile Organic Compounds,1044.082
2010,Japan,Non-methane Volatile Organic Compounds,1049.103
2011,Japan,Non-methane Volatile Organic Compounds,993.939
2012,Japan,Non-methane Volatile Organic Compounds,957.544
2013,Japan,Non-methane Volatile Organic Compounds,952.807
2014,Japan,Non-methane Volatile Organic Compounds,919.791
2015,Japan,Non-methane Volatile Organic Compounds,905.185
2016,Japan,Non-methane Volatile Organic Compounds,904.334
2017,Japan,Non-methane Volatile Organic Compounds,898.753
2000,Korea,Sulphur Oxides,490.761
2001,Korea,Sulphur Oxides,487.734
2002,Korea,Sulphur Oxides,474.084
2003,Korea,Sulphur Oxides,469.145
2004,Korea,Sulphur Oxides,446.804
2005,Korea,Sulphur Oxides,408.462
2006,Korea,Sulphur Oxides,446.488
2007,Korea,Sulphur Oxides,402.525
2008,Korea,Sulphur Oxides,417.98
2009,Korea,Sulphur Oxides,387.727
2010,Korea,Sulphur Oxides,401.741
2011,Korea,Sulphur Oxides,433.959
2012,Korea,Sulphur Oxides,417.645
2013,Korea,Sulphur Oxides,404.66
2014,Korea,Sulphur Oxides,343.161
2015,Korea,Sulphur Oxides,352.213
2016,Korea,Sulphur Oxides,358.873
2000,Korea,Nitrogen Oxides,1122.844
2001,Korea,Nitrogen Oxides,1219.02
2002,Korea,Nitrogen Oxides,1242.265
2003,Korea,Nitrogen Oxides,1362.141
2004,Korea,Nitrogen Oxides,1377.526
2005,Korea,Nitrogen Oxides,1306.724
2006,Korea,Nitrogen Oxides,1274.969
2007,Korea,Nitrogen Oxides,1187.76
2008,Korea,Nitrogen Oxides,1044.925
2009,Korea,Nitrogen Oxides,1014.133
2010,Korea,Nitrogen Oxides,1061.051
2011,Korea,Nitrogen Oxides,1040.017
2012,Korea,Nitrogen Oxides,1075.052
2013,Korea,Nitrogen Oxides,1090.449
2014,Korea,Nitrogen Oxides,1135.59
2015,Korea,Nitrogen Oxides,1154.829
2016,Korea,Nitrogen Oxides,1245.434
2000,Korea,Particulates (PM10),61.719
2001,Korea,Particulates (PM10),67.368
2002,Korea,Particulates (PM10),65.1
2003,Korea,Particulates (PM10),66.357
2004,Korea,Particulates (PM10),62.491
2005,Korea,Particulates (PM10),67.343
2006,Korea,Particulates (PM10),64.795
2007,Korea,Particulates (PM10),97.849
2008,Korea,Particulates (PM10),110.477
2009,Korea,Particulates (PM10),103.393
2010,Korea,Particulates (PM10),116.52
2011,Korea,Particulates (PM10),130.79
2012,Korea,Particulates (PM10),119.709
2013,Korea,Particulates (PM10),121.253
2014,Korea,Particulates (PM10),97.646
2015,Korea,Particulates (PM10),146.349
2016,Korea,Particulates (PM10),150.081
2011,Korea,Particulates (PM2.5),81.446
2012,Korea,Particulates (PM2.5),76.043
2013,Korea,Particulates (PM2.5),76.523
2014,Korea,Particulates (PM2.5),63.041
2015,Korea,Particulates (PM2.5),84.32
2016,Korea,Particulates (PM2.5),86.318
2000,Korea,Carbon Monoxide,900.569
2001,Korea,Carbon Monoxide,845.076
2002,Korea,Carbon Monoxide,822.767
2003,Korea,Carbon Monoxide,805.414
2004,Korea,Carbon Monoxide,816.954
2005,Korea,Carbon Monoxide,788.917
2006,Korea,Carbon Monoxide,829.938
2007,Korea,Carbon Monoxide,801.992
2008,Korea,Carbon Monoxide,696.13
2009,Korea,Carbon Monoxide,810.246
2010,Korea,Carbon Monoxide,759.624
2011,Korea,Carbon Monoxide,710.284
2012,Korea,Carbon Monoxide,697.054
2013,Korea,Carbon Monoxide,689.817
2014,Korea,Carbon Monoxide,587.995
2015,Korea,Carbon Monoxide,714.939
2016,Korea,Carbon Monoxide,718.277
2000,Korea,Non-methane Volatile Organic Compounds,680.365
2001,Korea,Non-methane Volatile Organic Compounds,708.255
2002,Korea,Non-methane Volatile Organic Compounds,714.478
2003,Korea,Non-methane Volatile Organic Compounds,732.357
2004,Korea,Non-methane Volatile Organic Compounds,771.599
2005,Korea,Non-methane Volatile Organic Compounds,730.488
2006,Korea,Non-methane Volatile Organic Compounds,768.034
2007,Korea,Non-methane Volatile Organic Compounds,844.349
2008,Korea,Non-methane Volatile Organic Compounds,826.545
2009,Korea,Non-methane Volatile Organic Compounds,817.317
2010,Korea,Non-methane Volatile Organic Compounds,830.267
2011,Korea,Non-methane Volatile Organic Compounds,846.987
2012,Korea,Non-methane Volatile Organic Compounds,883.788
2013,Korea,Non-methane Volatile Organic Compounds,885.695
2014,Korea,Non-methane Volatile Organic Compounds,877.61
2015,Korea,Non-methane Volatile Organic Compounds,960.87
2016,Korea,Non-methane Volatile Organic Compounds,973.415
2000,Luxembourg,Sulphur Oxides,3.271
2001,Luxembourg,Sulphur Oxides,3.842
2002,Luxembourg,Sulphur Oxides,2.829
2003,Luxembourg,Sulphur Oxides,2.642
2004,Luxembourg,Sulphur Oxides,2.444
2005,Luxembourg,Sulphur Oxides,2.419
2006,Luxembourg,Sulphur Oxides,2.795
2007,Luxembourg,Sulphur Oxides,2.36
2008,Luxembourg,Sulphur Oxides,1.726
2009,Luxembourg,Sulphur Oxides,1.705
2010,Luxembourg,Sulphur Oxides,1.683
2011,Luxembourg,Sulphur Oxides,1.265
2012,Luxembourg,Sulphur Oxides,1.471
2013,Luxembourg,Sulphur Oxides,1.52
2014,Luxembourg,Sulphur Oxides,1.546
2015,Luxembourg,Sulphur Oxides,1.341
2016,Luxembourg,Sulphur Oxides,0.991
2017,Luxembourg,Sulphur Oxides,1.011
2000,Luxembourg,Nitrogen Oxides,41.086
2001,Luxembourg,Nitrogen Oxides,42.505
2002,Luxembourg,Nitrogen Oxides,42.603
2003,Luxembourg,Nitrogen Oxides,45.134
2004,Luxembourg,Nitrogen Oxides,53.678
2005,Luxembourg,Nitrogen Oxides,54.667
2006,Luxembourg,Nitrogen Oxides,48.388
2007,Luxembourg,Nitrogen Oxides,42.886
2008,Luxembourg,Nitrogen Oxides,38.735
2009,Luxembourg,Nitrogen Oxides,33.783
2010,Luxembourg,Nitrogen Oxides,33.763
2011,Luxembourg,Nitrogen Oxides,33.779
2012,Luxembourg,Nitrogen Oxides,30.97
2013,Luxembourg,Nitrogen Oxides,27.503
2014,Luxembourg,Nitrogen Oxides,25.539
2015,Luxembourg,Nitrogen Oxides,22.386
2016,Luxembourg,Nitrogen Oxides,20.348
2017,Luxembourg,Nitrogen Oxides,18.312
2000,Luxembourg,Particulates (PM10),2.919
2001,Luxembourg,Particulates (PM10),3.114
2002,Luxembourg,Particulates (PM10),3.079
2003,Luxembourg,Particulates (PM10),3.53
2004,Luxembourg,Particulates (PM10),3.141
2005,Luxembourg,Particulates (PM10),3.076
2006,Luxembourg,Particulates (PM10),2.921
2007,Luxembourg,Particulates (PM10),2.641
2008,Luxembourg,Particulates (PM10),2.582
2009,Luxembourg,Particulates (PM10),2.54
2010,Luxembourg,Particulates (PM10),2.406
2011,Luxembourg,Particulates (PM10),2.214
2012,Luxembourg,Particulates (PM10),2.206
2013,Luxembourg,Particulates (PM10),2.149
2014,Luxembourg,Particulates (PM10),2.205
2015,Luxembourg,Particulates (PM10),2.109
2016,Luxembourg,Particulates (PM10),2.108
2017,Luxembourg,Particulates (PM10),2.005
2000,Luxembourg,Particulates (PM2.5),2.383
2001,Luxembourg,Particulates (PM2.5),2.551
2002,Luxembourg,Particulates (PM2.5),2.343
2003,Luxembourg,Particulates (PM2.5),2.571
2004,Luxembourg,Particulates (PM2.5),2.527
2005,Luxembourg,Particulates (PM2.5),2.45
2006,Luxembourg,Particulates (PM2.5),2.315
2007,Luxembourg,Particulates (PM2.5),2.039
2008,Luxembourg,Particulates (PM2.5),1.966
2009,Luxembourg,Particulates (PM2.5),1.856
2010,Luxembourg,Particulates (PM2.5),1.808
2011,Luxembourg,Particulates (PM2.5),1.595
2012,Luxembourg,Particulates (PM2.5),1.601
2013,Luxembourg,Particulates (PM2.5),1.551
2014,Luxembourg,Particulates (PM2.5),1.598
2015,Luxembourg,Particulates (PM2.5),1.371
2016,Luxembourg,Particulates (PM2.5),1.509
2017,Luxembourg,Particulates (PM2.5),1.345
2000,Luxembourg,Carbon Monoxide,42.635
2001,Luxembourg,Carbon Monoxide,44.222
2002,Luxembourg,Carbon Monoxide,41.246
2003,Luxembourg,Carbon Monoxide,40.281
2004,Luxembourg,Carbon Monoxide,42.534
2005,Luxembourg,Carbon Monoxide,38.157
2006,Luxembourg,Carbon Monoxide,35.602
2007,Luxembourg,Carbon Monoxide,39.137
2008,Luxembourg,Carbon Monoxide,33.449
2009,Luxembourg,Carbon Monoxide,29.707
2010,Luxembourg,Carbon Monoxide,28.581
2011,Luxembourg,Carbon Monoxide,26.214
2012,Luxembourg,Carbon Monoxide,26.806
2013,Luxembourg,Carbon Monoxide,26.181
2014,Luxembourg,Carbon Monoxide,24.667
2015,Luxembourg,Carbon Monoxide,20.711
2016,Luxembourg,Carbon Monoxide,21.613
2017,Luxembourg,Carbon Monoxide,21.899
2000,Luxembourg,Non-methane Volatile Organic Compounds,15.626
2001,Luxembourg,Non-methane Volatile Organic Compounds,15.422
2002,Luxembourg,Non-methane Volatile Organic Compounds,15.429
2003,Luxembourg,Non-methane Volatile Organic Compounds,14.225
2004,Luxembourg,Non-methane Volatile Organic Compounds,15.837
2005,Luxembourg,Non-methane Volatile Organic Compounds,15.057
2006,Luxembourg,Non-methane Volatile Organic Compounds,13.253
2007,Luxembourg,Non-methane Volatile Organic Compounds,12.31
2008,Luxembourg,Non-methane Volatile Organic Compounds,13.566
2009,Luxembourg,Non-methane Volatile Organic Compounds,12.45
2010,Luxembourg,Non-methane Volatile Organic Compounds,11.389
2011,Luxembourg,Non-methane Volatile Organic Compounds,11.404
2012,Luxembourg,Non-methane Volatile Organic Compounds,11.769
2013,Luxembourg,Non-methane Volatile Organic Compounds,11.894
2014,Luxembourg,Non-methane Volatile Organic Compounds,11.112
2015,Luxembourg,Non-methane Volatile Organic Compounds,11.362
2016,Luxembourg,Non-methane Volatile Organic Compounds,11.621
2017,Luxembourg,Non-methane Volatile Organic Compounds,12.097
2005,Mexico,Sulphur Oxides,3101.653
2008,Mexico,Sulphur Oxides,2241.214
2016,Mexico,Sulphur Oxides,1361
2005,Mexico,Nitrogen Oxides,2784.421
2008,Mexico,Nitrogen Oxides,3206.888
2016,Mexico,Nitrogen Oxides,1907
2005,Mexico,Particulates (PM10),811.239
2008,Mexico,Particulates (PM10),798.998
2016,Mexico,Particulates (PM10),888
2005,Mexico,Particulates (PM2.5),594.18
2008,Mexico,Particulates (PM2.5),571.039
2016,Mexico,Particulates (PM2.5),602
2005,Mexico,Carbon Monoxide,41974.989
2008,Mexico,Carbon Monoxide,33036.104
2016,Mexico,Carbon Monoxide,8243
2005,Mexico,Non-methane Volatile Organic Compounds,5163.654
2008,Mexico,Non-methane Volatile Organic Compounds,6028.06
2016,Mexico,Non-methane Volatile Organic Compounds,2212
2000,Netherlands,Sulphur Oxides,76.351
2001,Netherlands,Sulphur Oxides,77.105
2002,Netherlands,Sulphur Oxides,69.522
2003,Netherlands,Sulphur Oxides,64.829
2004,Netherlands,Sulphur Oxides,67.333
2005,Netherlands,Sulphur Oxides,65.762
2006,Netherlands,Sulphur Oxides,66.01
2007,Netherlands,Sulphur Oxides,61.675
2008,Netherlands,Sulphur Oxides,51.687
2009,Netherlands,Sulphur Oxides,38.506
2010,Netherlands,Sulphur Oxides,34.8
2011,Netherlands,Sulphur Oxides,33.993
2012,Netherlands,Sulphur Oxides,34.049
2013,Netherlands,Sulphur Oxides,30.043
2014,Netherlands,Sulphur Oxides,29.828
2015,Netherlands,Sulphur Oxides,30.601
2016,Netherlands,Sulphur Oxides,28.299
2017,Netherlands,Sulphur Oxides,26.638
2000,Netherlands,Nitrogen Oxides,445.123
2001,Netherlands,Nitrogen Oxides,432.39
2002,Netherlands,Nitrogen Oxides,416.559
2003,Netherlands,Nitrogen Oxides,411.646
2004,Netherlands,Nitrogen Oxides,398.414
2005,Netherlands,Nitrogen Oxides,389.904
2006,Netherlands,Nitrogen Oxides,381.936
2007,Netherlands,Nitrogen Oxides,363.178
2008,Netherlands,Nitrogen Oxides,354.7
2009,Netherlands,Nitrogen Oxides,323.909
2010,Netherlands,Nitrogen Oxides,317.526
2011,Netherlands,Nitrogen Oxides,301.14
2012,Netherlands,Nitrogen Oxides,284.382
2013,Netherlands,Nitrogen Oxides,275.429
2014,Netherlands,Nitrogen Oxides,255.072
2015,Netherlands,Nitrogen Oxides,255.102
2016,Netherlands,Nitrogen Oxides,240.894
2017,Netherlands,Nitrogen Oxides,233.944
2000,Netherlands,Particulates (PM10),43.267
2001,Netherlands,Particulates (PM10),41.488
2002,Netherlands,Particulates (PM10),40.629
2003,Netherlands,Particulates (PM10),38.256
2004,Netherlands,Particulates (PM10),37.275
2005,Netherlands,Particulates (PM10),36.212
2006,Netherlands,Particulates (PM10),35.765
2007,Netherlands,Particulates (PM10),35.116
